tokyo_temp_mean,tokyo_temp_max,tokyo_temp_min,tokyo_hum,tokyo_press,tokyo_precip,tokyo_sun,kofu_temp_mean,kofu_temp_max,kofu_temp_min,kofu_hum,kofu_press,kofu_precip,kofu_sun,date
9.170833333333334,12.0,4.4,47.916666666666664,1018.75,0.0,0.0,7.770833333333333,12.1,1.7,48.458333333333336,1019.2375000000002,0.0,0.0,2024-01-01
6.066666666666667,8.6,3.2,64.58333333333333,1020.4166666666666,0.0,0.0,3.3458333333333337,9.7,-0.7,70.91666666666667,1021.5,0.0,0.0,2024-01-02
7.3625,10.8,2.9,72.41666666666667,1013.4916666666667,0.0,0.0,3.683333333333333,8.1,-0.9,83.625,1015.1916666666666,0.5,0.0,2024-01-03
9.6875,14.7,6.6,57.875,1012.8541666666666,0.0,0.0,7.020833333333332,13.2,1.0,64.75,1014.3833333333333,0.0,0.0,2024-01-04
7.429166666666667,13.1,3.4,57.375,1018.9958333333333,0.0,0.0,4.229166666666667,12.5,-2.0,68.58333333333333,1020.5500000000001,0.0,0.0,2024-01-05
9.141666666666666,15.2,3.4,60.916666666666664,1012.2833333333334,0.0,0.0,5.004166666666666,13.2,-1.3,70.66666666666667,1014.2708333333334,0.0,0.0,2024-01-06
8.341666666666667,11.6,5.8,52.708333333333336,1008.1541666666667,0.0,0.0,6.395833333333333,12.4,1.2,48.916666666666664,1008.4833333333335,0.0,0.0,2024-01-07
5.4375,9.6,2.8,42.625,1017.6833333333333,0.0,0.0,4.2749999999999995,8.8,-1.4,35.916666666666664,1017.8000000000001,0.0,0.0,2024-01-08
5.416666666666667,10.1,1.9,48.708333333333336,1017.3000000000001,0.0,0.0,1.4541666666666666,8.6,-4.1,58.416666666666664,1018.7583333333332,0.0,0.0,2024-01-09
7.195833333333333,11.7,2.3,52.083333333333336,1012.6125000000001,0.0,0.0,2.9416666666666664,10.2,-2.9,65.75,1013.8000000000001,0.0,0.0,2024-01-10
4.75,6.9,1.8,50.666666666666664,1013.6791666666667,0.0,0.0,2.516666666666667,7.1,-2.5,67.625,1013.7583333333336,0.0,0.0,2024-01-11
7.083333333333333,13.5,0.9,52.5,1009.0708333333333,0.0,0.0,3.1458333333333335,13.4,-5.2,56.625,1010.8624999999998,0.0,0.0,2024-01-12
5.895833333333333,10.9,1.3,59.25,1011.5666666666666,2.0,0.0,3.1625,11.5,-2.1,54.708333333333336,1012.0916666666667,0.0,0.0,2024-01-13
6.429166666666667,10.5,1.2,48.916666666666664,1019.5499999999998,0.0,0.0,1.8250000000000002,8.5,-4.1,48.625,1021.7875,0.0,0.0,2024-01-14
6.2875000000000005,11.1,2.9,44.416666666666664,1010.4708333333333,0.0,0.0,4.095833333333333,12.2,-1.7,43.25,1011.35,0.0,0.0,2024-01-15
3.704166666666667,6.7,0.6,42.875,1019.7833333333334,0.0,0.0,4.041666666666667,6.7,1.3,27.791666666666668,1020.0291666666667,0.0,0.0,2024-01-16
6.229166666666667,11.8,1.3,48.125,1025.9041666666665,0.0,0.0,3.266666666666666,11.2,-3.3,40.958333333333336,1027.3291666666667,0.0,0.0,2024-01-17
8.470833333333333,12.3,2.7,49.375,1019.65,0.0,0.0,5.958333333333333,14.4,-1.3,49.833333333333336,1020.7125,0.0,0.0,2024-01-18
10.216666666666667,14.3,7.6,58.333333333333336,1023.9291666666668,0.0,0.0,9.170833333333334,15.9,4.1,60.041666666666664,1022.8125,0.0,0.0,2024-01-19
6.2749999999999995,7.3,4.7,68.66666666666667,1028.4875,2.5,0.0,5.991666666666667,7.1,5.1,84.75,1027.6625000000001,11.0,0.0,2024-01-20
8.058333333333334,11.6,4.7,89.75,1013.8666666666667,31.5,0.0,6.366666666666667,10.2,4.4,97.5,1014.8791666666667,22.5,0.0,2024-01-21
10.691666666666668,13.8,6.9,75.79166666666667,1014.4708333333334,0.0,0.0,5.308333333333334,9.0,1.5,92.54166666666667,1015.35,0.0,0.0,2024-01-22
9.0375,12.8,5.5,65.45833333333333,1003.4666666666667,0.0,0.0,5.570833333333333,12.9,2.1,65.58333333333333,1004.4041666666666,0.0,0.0,2024-01-23
4.533333333333333,7.0,1.1,31.125,1004.6166666666667,0.0,0.0,2.216666666666667,4.1,0.7,30.916666666666668,1005.7875,0.0,0.0,2024-01-24
4.204166666666667,8.8,-0.9,29.541666666666668,1010.3791666666666,0.0,0.0,3.1833333333333336,6.5,0.5,27.958333333333332,1011.4874999999998,0.0,0.0,2024-01-25
6.220833333333334,11.3,2.4,34.666666666666664,1014.1374999999999,0.0,0.0,5.091666666666666,10.8,-0.1,31.833333333333332,1014.7291666666666,0.0,0.0,2024-01-26
7.2250000000000005,11.8,3.6,38.125,1018.5083333333333,0.0,0.0,2.9583333333333335,10.0,-3.1,50.125,1019.8458333333333,0.0,0.0,2024-01-27
5.9750000000000005,9.3,3.1,49.916666666666664,1020.9541666666668,0.0,0.0,3.391666666666667,10.0,-2.5,54.416666666666664,1021.4125,0.0,0.0,2024-01-28
6.845833333333332,11.3,3.1,50.666666666666664,1027.2,0.0,0.0,4.429166666666666,10.3,-2.5,58.458333333333336,1027.4291666666666,0.0,0.0,2024-01-29
7.6499999999999995,12.0,4.2,51.875,1028.8541666666667,0.0,0.0,5.675,12.2,-0.2,59.75,1028.9333333333334,0.0,0.0,2024-01-30
9.316666666666666,13.3,3.5,63.458333333333336,1023.4916666666667,0.0,0.0,5.966666666666666,12.8,-0.7,65.70833333333333,1024.8416666666665,0.0,0.0,2024-01-31
9.804166666666667,15.9,5.1,48.125,1014.1708333333332,0.0,0.0,8.174999999999999,17.5,2.5,63.208333333333336,1014.8249999999999,0.0,0.0,2024-02-01
5.020833333333333,6.2,3.7,43.083333333333336,1022.625,0.0,0.0,4.058333333333334,7.4,1.9,50.708333333333336,1021.9875000000002,0.0,0.0,2024-02-02
6.862500000000001,11.1,3.8,43.958333333333336,1025.4541666666667,0.0,0.0,4.7,10.5,-1.8,50.333333333333336,1025.7250000000001,0.0,0.0,2024-02-03
4.8500000000000005,6.7,2.6,76.79166666666667,1024.1083333333333,5.0,0.0,5.058333333333333,7.6,3.2,75.20833333333333,1023.9666666666667,0.5,0.0,2024-02-04
2.9958333333333336,6.0,0.4,75.20833333333333,1019.1625,35.0,9.0,1.7625,4.0,0.2,87.58333333333333,1019.275,32.5,12.0,2024-02-05
3.3708333333333336,5.0,1.2,93.125,1016.2708333333334,2.0,0.0,1.9166666666666667,4.6,0.2,95.16666666666667,1016.8458333333333,0.5,0.0,2024-02-06
4.695833333333334,9.0,0.0,68.625,1016.1291666666667,0.0,0.0,2.0458333333333334,7.7,-2.4,81.04166666666667,1016.7374999999998,0.0,0.0,2024-02-07
5.675,10.3,1.9,59.458333333333336,1016.2458333333334,0.0,0.0,1.9833333333333334,8.4,-3.1,75.95833333333333,1017.3958333333334,0.0,0.0,2024-02-08
6.845833333333334,10.6,3.3,56.458333333333336,1018.0916666666666,0.0,0.0,3.8249999999999997,9.5,-1.5,70.41666666666667,1018.3833333333333,0.0,0.0,2024-02-09
7.125,11.6,2.1,61.0,1015.9875000000001,0.0,0.0,5.258333333333334,11.5,-1.1,67.70833333333333,1016.0208333333334,0.0,0.0,2024-02-10
8.0875,11.6,4.7,46.791666666666664,1017.1083333333332,0.0,0.0,4.6375,10.7,-0.8,67.95833333333333,1017.5666666666666,3.5,0.0,2024-02-11
7.283333333333334,11.8,3.9,49.5,1024.325,0.0,0.0,5.566666666666666,12.7,0.3,59.916666666666664,1024.4916666666668,0.0,0.0,2024-02-12
9.554166666666667,16.3,2.1,52.375,1027.1875,0.0,0.0,5.358333333333333,14.4,-1.7,63.708333333333336,1030.0708333333332,0.0,0.0,2024-02-13
10.941666666666668,17.5,4.8,44.833333333333336,1023.6875,0.0,0.0,7.591666666666666,16.5,-0.4,62.416666666666664,1025.4208333333333,0.0,0.0,2024-02-14
14.366666666666665,20.6,6.9,63.083333333333336,1015.0750000000002,0.0,0.0,10.204166666666667,16.4,2.3,71.33333333333333,1016.4458333333332,0.0,0.0,2024-02-15
10.6,16.3,6.2,45.916666666666664,1015.4500000000002,0.0,0.0,10.258333333333333,14.1,6.0,49.333333333333336,1014.5541666666668,0.5,0.0,2024-02-16
9.033333333333333,12.8,4.7,58.416666666666664,1025.1916666666666,0.0,0.0,9.0375,14.2,2.6,62.833333333333336,1023.9083333333333,0.0,0.0,2024-02-17
13.4125,18.0,9.6,68.75,1028.5458333333333,0.0,0.0,11.691666666666668,15.4,8.0,70.29166666666667,1028.3791666666666,0.0,0.0,2024-02-18
15.008333333333333,17.2,13.2,84.79166666666667,1022.2458333333334,5.0,0.0,13.5875,18.5,9.9,80.875,1021.4291666666667,3.5,0.0,2024-02-19
18.066666666666666,22.6,13.0,78.16666666666667,1016.225,0.0,0.0,16.695833333333333,23.5,13.0,73.95833333333333,1015.5375,0.0,0.0,2024-02-20
8.729166666666666,12.4,7.7,90.70833333333333,1019.7791666666667,5.5,0.0,13.341666666666667,14.4,11.5,82.58333333333333,1016.0625,4.5,0.0,2024-02-21
5.504166666666666,6.9,3.7,94.91666666666667,1019.7916666666666,6.5,0.0,7.716666666666666,11.6,4.6,92.08333333333333,1017.1374999999999,17.5,0.0,2024-02-22
2.7583333333333333,3.6,1.8,92.75,1022.625,6.5,0.0,4.666666666666667,5.5,3.1,85.16666666666667,1020.9916666666668,1.5,0.0,2024-02-23
5.295833333333333,9.4,1.6,60.041666666666664,1026.425,0.0,0.0,5.345833333333334,10.3,0.2,61.541666666666664,1025.3833333333334,0.0,0.0,2024-02-24
4.3625,4.9,3.6,84.45833333333333,1020.9249999999998,8.5,0.0,2.5708333333333333,5.0,0.6,89.16666666666667,1021.3458333333334,12.0,0.0,2024-02-25
7.845833333333334,12.7,4.9,56.875,1013.2291666666666,0.5,0.0,5.4750000000000005,10.8,0.8,62.375,1014.9916666666667,0.0,0.0,2024-02-26
6.9750000000000005,10.9,4.5,38.916666666666664,1016.1666666666666,0.0,0.0,4.8625,9.6,1.8,40.458333333333336,1018.8958333333334,0.0,0.0,2024-02-27
8.279166666666667,13.6,4.3,40.416666666666664,1023.6958333333333,0.0,0.0,5.983333333333334,14.2,-0.5,47.833333333333336,1024.6,0.0,0.0,2024-02-28
7.595833333333334,11.8,3.9,61.625,1023.3249999999999,4.0,0.0,6.291666666666667,13.6,0.2,68.04166666666667,1022.7166666666666,9.0,0.0,2024-02-29
9.875,16.0,3.8,67.95833333333333,1003.5791666666668,15.5,0.0,8.387500000000001,15.5,2.0,61.416666666666664,1004.0583333333334,15.0,0.0,2024-03-01
6.316666666666666,9.0,4.1,37.75,1010.7583333333332,0.0,0.0,6.516666666666667,10.9,3.1,24.625,1009.9583333333334,0.0,0.0,2024-03-02
7.520833333333333,12.5,1.5,40.791666666666664,1014.3541666666666,0.0,0.0,5.470833333333334,12.4,-1.8,39.333333333333336,1014.8333333333334,0.0,0.0,2024-03-03
