date,tokyo_temp_mean,tokyo_temp_max,tokyo_temp_min,tokyo_hum,tokyo_press,tokyo_precip,tokyo_sun,kofu_temp_mean,kofu_temp_max,kofu_temp_min,kofu_hum,kofu_press,kofu_precip,kofu_sun
2015-01-01,3.7125,6.1,1.0,40.75,1003.4291666666668,0.0,0.0,1.2833333333333332,4.1,-2.5,47.375,1004.5124999999999,0.0,0.0
2015-01-02,2.654166666666667,7.0,-1.8,41.458333333333336,1010.4458333333333,0.0,0.0,-0.15833333333333333,5.3,-5.9,45.416666666666664,1011.0791666666668,0.0,0.0
2015-01-03,3.7833333333333337,8.5,-0.7,42.083333333333336,1015.0541666666667,0.0,0.0,2.2583333333333333,9.1,-3.8,41.583333333333336,1015.5208333333334,0.0,0.0
2015-01-04,3.9499999999999997,8.6,0.6,50.583333333333336,1013.4166666666665,0.0,0.0,1.1833333333333333,8.2,-4.3,57.291666666666664,1014.7291666666666,0.0,0.0
2015-01-05,6.929166666666667,12.2,1.6,55.583333333333336,1017.5416666666666,0.0,0.0,3.404166666666667,11.5,-3.2,61.666666666666664,1018.8958333333334,0.0,0.0
2015-01-06,10.762499999999998,14.9,6.0,64.375,1003.4625,6.5,0.0,3.158333333333333,7.6,0.2,76.625,1005.7125,7.0,0.0
2015-01-07,5.616666666666667,9.8,3.3,35.291666666666664,1003.4375,0.0,0.0,5.579166666666667,10.3,0.9,27.083333333333332,1002.8708333333334,0.0,0.0
2015-01-08,6.162499999999999,10.6,2.6,32.5,1009.1875,0.0,0.0,4.116666666666666,9.1,-1.3,28.916666666666668,1010.3708333333334,0.0,0.0
2015-01-09,6.675,10.7,4.2,30.666666666666668,1011.2208333333333,0.0,0.0,5.483333333333333,10.6,-0.1,24.833333333333332,1011.5208333333334,0.0,0.0
2015-01-10,6.258333333333333,10.8,2.5,31.375,1011.7791666666666,0.0,0.0,3.954166666666666,9.6,-1.1,33.166666666666664,1012.3666666666668,0.0,0.0
2015-01-11,6.3875,10.4,0.8,45.666666666666664,1011.6625,0.0,0.0,3.9166666666666665,10.1,-2.4,44.25,1012.3416666666667,0.0,0.0
2015-01-12,5.1625000000000005,8.7,2.6,39.333333333333336,1019.275,0.0,0.0,4.183333333333333,8.0,0.4,27.5,1020.1291666666666,0.0,0.0
2015-01-13,6.566666666666666,11.2,2.9,37.5,1027.9125000000001,0.0,0.0,2.2458333333333336,9.0,-3.1,47.875,1029.7416666666666,0.0,0.0
2015-01-14,6.579166666666667,10.4,1.8,49.833333333333336,1026.9041666666665,0.0,0.0,2.8458333333333337,8.4,-4.3,55.75,1028.7333333333333,0.0,0.0
2015-01-15,5.4125000000000005,7.5,3.5,75.54166666666667,1012.7416666666667,35.5,0.0,2.7375000000000003,4.8,0.4,78.95833333333333,1014.1958333333336,24.0,3.0
2015-01-16,8.887500000000001,12.9,5.1,53.875,1012.6041666666666,0.0,0.0,3.954166666666666,8.1,-0.2,72.83333333333333,1014.2666666666668,0.0,0.0
2015-01-17,5.875,11.0,1.5,55.791666666666664,1007.8333333333334,0.0,0.0,2.829166666666667,8.7,-0.5,55.875,1009.1875,0.0,0.0
2015-01-18,4.7124999999999995,10.5,0.4,36.333333333333336,1017.6208333333334,0.0,0.0,3.4500000000000006,10.6,-2.2,35.708333333333336,1017.8416666666666,0.0,0.0
2015-01-19,5.741666666666667,11.6,-0.4,43.541666666666664,1011.7708333333334,0.0,0.0,2.875,9.5,-3.0,54.166666666666664,1012.8958333333334,0.0,0.0
2015-01-20,6.25,11.0,3.2,41.833333333333336,1021.9041666666667,0.0,0.0,2.8249999999999997,10.2,-3.0,55.666666666666664,1022.5791666666668,0.0,0.0
2015-01-21,2.525,3.2,1.8,69.41666666666667,1027.4291666666668,4.0,0.0,3.7583333333333333,8.6,-0.6,61.583333333333336,1026.4416666666668,0.0,0.0
2015-01-22,4.595833333333333,5.4,3.5,90.79166666666667,1012.0375,7.5,0.0,3.5583333333333336,4.2,3.2,88.375,1012.2541666666666,14.0,0.0
2015-01-23,6.858333333333334,12.7,3.9,62.708333333333336,1007.1,7.5,0.0,6.3625,11.3,-0.1,53.708333333333336,1007.9625,0.0,0.0
2015-01-24,4.933333333333334,7.6,2.9,46.625,1021.3125,0.0,0.0,2.1333333333333333,7.9,-3.1,62.291666666666664,1022.3624999999998,0.0,0.0
2015-01-25,6.995833333333334,11.9,1.4,59.291666666666664,1027.3166666666666,0.0,0.0,3.845833333333333,11.0,-2.5,63.041666666666664,1027.7791666666667,0.0,0.0
2015-01-26,9.012500000000001,12.0,5.9,74.33333333333333,1022.0625,0.5,0.0,6.754166666666666,12.5,1.4,65.41666666666667,1022.7208333333333,3.0,0.0
2015-01-27,9.783333333333333,15.4,5.9,70.95833333333333,1009.9250000000001,14.5,0.0,8.362499999999999,14.6,4.9,72.91666666666667,1010.1,6.5,0.0
2015-01-28,5.2250000000000005,9.3,1.7,41.458333333333336,1017.7458333333333,0.0,0.0,3.8874999999999997,7.1,-1.9,34.625,1017.3875000000002,0.0,0.0
2015-01-29,3.858333333333333,7.0,-0.2,42.125,1026.4291666666668,0.0,0.0,0.7875,5.4,-5.3,46.041666666666664,1026.8958333333333,0.0,0.0
2015-01-30,2.1708333333333334,4.4,0.5,88.33333333333333,1016.9583333333334,16.5,3.0,0.5208333333333334,1.4,-0.4,86.0,1017.5625,10.0,6.0
2015-01-31,4.9125,10.1,1.2,55.75,1011.75,0.0,0.0,2.670833333333333,6.8,-0.6,55.166666666666664,1013.4249999999998,0.0,0.0
2015-02-01,4.041666666666667,8.3,1.0,32.25,1019.5416666666666,0.0,0.0,2.558333333333333,7.7,-0.9,29.416666666666668,1020.7666666666668,0.0,0.0
2015-02-02,4.691666666666666,9.0,1.7,33.708333333333336,1021.8249999999999,0.0,0.0,1.3416666666666668,8.9,-5.7,43.0,1023.0041666666666,0.0,0.0
2015-02-03,4.708333333333333,9.1,0.9,42.125,1022.2458333333334,0.0,0.0,1.9916666666666665,9.1,-4.4,49.708333333333336,1022.9333333333334,0.0,0.0
2015-02-04,5.191666666666666,8.7,1.9,49.25,1020.1833333333334,0.0,0.0,3.2375000000000003,8.8,-2.9,57.25,1019.775,0.0,0.0
2015-02-05,2.558333333333333,4.4,1.3,86.66666666666667,1014.0083333333333,9.0,0.0,1.6458333333333333,2.9,0.5,86.70833333333333,1013.5458333333335,4.0,0.0
2015-02-06,5.3625,11.5,0.1,59.916666666666664,1016.4125,0.0,0.0,3.525,10.9,-1.1,62.041666666666664,1017.0041666666666,0.0,0.0
2015-02-07,5.3,8.9,2.2,59.958333333333336,1022.2583333333332,1.5,0.0,2.779166666666667,8.7,-2.6,63.291666666666664,1022.4041666666667,0.0,0.0
2015-02-08,4.0375000000000005,6.4,2.5,86.875,1010.4416666666666,6.0,0.0,0.6875,1.8,-1.6,89.95833333333333,1011.9083333333333,5.0,3.0
2015-02-09,2.0333333333333337,4.6,-0.3,48.958333333333336,1010.2708333333334,0.0,0.0,1.7,5.5,-1.2,31.916666666666668,1010.1375000000002,0.0,0.0
2015-02-10,3.225,7.9,-1.7,48.5,1011.3083333333334,0.0,0.0,1.8333333333333333,8.5,-4.3,42.125,1011.1333333333333,0.0,0.0
2015-02-11,5.558333333333333,10.0,0.6,53.583333333333336,1012.1,0.0,0.0,2.779166666666667,10.4,-4.3,55.625,1012.8958333333334,0.0,0.0
2015-02-12,6.983333333333333,12.0,2.1,55.958333333333336,1004.5291666666666,0.0,0.0,4.5874999999999995,12.8,-2.3,50.541666666666664,1005.4083333333333,0.0,0.0
2015-02-13,5.008333333333334,10.6,1.6,45.541666666666664,1003.5166666666668,0.0,0.0,2.775,7.4,-1.3,32.666666666666664,1004.6666666666666,0.0,0.0
2015-02-14,4.9375,10.3,-1.1,28.541666666666668,1012.0458333333335,0.0,0.0,2.6374999999999997,9.0,-4.4,31.208333333333332,1012.8083333333334,0.0,0.0
2015-02-15,5.454166666666667,11.3,0.9,40.5,1012.8958333333334,0.0,0.0,4.066666666666666,12.2,-2.5,37.875,1013.9041666666667,0.0,0.0
2015-02-16,6.958333333333333,12.7,1.9,33.333333333333336,1014.0291666666667,0.0,0.0,3.4875000000000003,12.1,-4.2,35.458333333333336,1015.4833333333332,0.0,0.0
2015-02-17,3.9,5.0,1.4,76.75,1013.3958333333334,3.0,0.0,3.35,5.2,0.0,71.58333333333333,1012.5208333333334,1.0,3.0
2015-02-18,3.3166666666666664,4.1,2.7,93.29166666666667,1008.5916666666667,10.5,0.0,3.3666666666666667,5.7,-0.6,86.375,1008.4583333333334,2.0,0.0
2015-02-19,6.179166666666667,12.4,1.8,71.66666666666667,1011.2375000000001,0.0,0.0,5.074999999999999,12.3,-1.0,58.791666666666664,1011.9208333333332,0.0,0.0
2015-02-20,6.2625,11.7,2.8,66.08333333333333,1021.2458333333334,0.0,0.0,6.141666666666666,12.2,-0.2,42.0,1020.9,0.0,0.0
2015-02-21,6.204166666666666,9.6,2.1,61.208333333333336,1028.05,0.0,0.0,5.179166666666667,12.2,-2.2,57.25,1027.1791666666666,0.0,0.0
2015-02-22,6.279166666666666,7.8,4.6,77.04166666666667,1023.1083333333332,1.5,0.0,9.5875,14.2,6.0,65.66666666666667,1021.6583333333334,0.0,0.0
2015-02-23,10.7125,18.3,6.4,84.08333333333333,1010.7416666666667,16.0,0.0,12.279166666666667,20.4,6.1,62.541666666666664,1010.1791666666667,0.5,0.0
2015-02-24,9.700000000000001,12.0,7.5,73.5,1013.1291666666666,0.0,0.0,8.487499999999999,14.3,2.8,58.375,1012.2833333333334,0.0,0.0
2015-02-25,9.220833333333333,12.6,7.6,57.916666666666664,1019.0458333333335,0.0,0.0,9.345833333333333,14.2,5.7,54.583333333333336,1017.5666666666667,0.0,0.0
2015-02-26,6.591666666666666,7.8,5.2,85.41666666666667,1017.4958333333334,14.5,0.0,7.5,9.2,6.1,76.29166666666667,1016.8125,8.0,0.0
2015-02-27,8.154166666666667,14.2,4.4,54.375,1009.0875,0.0,0.0,7.591666666666666,11.6,4.4,42.916666666666664,1009.3666666666667,0.0,0.0
2015-02-28,7.354166666666667,11.3,3.0,37.333333333333336,1024.1291666666666,0.0,0.0,6.616666666666667,12.4,1.0,32.458333333333336,1023.7583333333333,0.0,0.0
